sim_t,client,soc,temp,throttled,alive,ul,dl,power_W,scale
0.5,5,0.273044,27.4983,0,1,0.146313,0.146313,2.40239,1
0.5,6,0.798136,27.5657,0,1,11.1145,17.9954,10.5299,1
0.5,7,0.9,27.4983,0,1,0.146313,0.146313,2.40239,1
0.6,0,0.29196,27.8683,0,1,3.63874,18.2429,5.78229,1
0.6,1,0.24196,27.8683,0,1,3.63874,18.2429,5.78229,1
0.6,2,0.542288,27.7992,0,1,3.63874,28.2883,6.74621,1
0.6,3,0.592288,27.7992,0,1,3.63874,28.2883,6.74621,1
0.6,4,0.341897,27.8904,0,1,3.63874,18.2429,5.78229,1
0.6,5,0.271897,27.8904,0,1,3.63874,18.2429,5.78229,1
0.6,6,0.797779,28.0289,0,1,3.63874,28.2883,6.74621,1
0.6,7,0.9,27.8904,0,1,3.63874,18.2429,5.78229,1
0.7,0,0.290766,28.2719,0,1,3.99088,18.6243,6.01832,1
0.7,1,0.240766,28.2719,0,1,3.99088,18.6243,6.01832,1
0.7,2,0.54097,28.2507,0,1,3.99088,25.131,6.64218,1
0.7,3,0.59097,28.2507,0,1,3.99088,25.131,6.64218,1
0.7,4,0.340702,28.2936,0,1,3.99088,18.6243,6.01832,1
0.7,5,0.270702,28.2936,0,1,3.99088,18.6243,6.01832,1
0.7,6,0.797427,28.4765,0,1,3.99088,25.131,6.64218,1
0.7,7,0.9,28.2936,0,1,3.99088,18.6243,6.01832,1
0.8,0,0.289458,28.7119,0,1,3.64024,26.6898,6.59345,1
0.8,1,0.239458,28.7119,0,1,3.64024,26.6898,6.59345,1
0.8,2,0.539698,28.6774,0,1,3.64024,24.7918,6.41116,1
0.8,3,0.589698,28.6774,0,1,3.64024,24.7918,6.41116,1
0.8,4,0.339394,28.7332,0,1,3.64024,26.6898,6.59345,1
0.8,5,0.269394,28.7332,0,1,3.64024,26.6898,6.59345,1
0.8,6,0.797088,28.8994,0,1,3.64024,24.7918,6.41116,1
0.8,7,0.9,28.7332,0,1,3.64024,26.6898,6.59345,1
0.9,0,0.288237,29.1114,0,1,3.79125,21.199,6.15148,1
0.9,1,0.238237,29.1114,0,1,3.79125,21.199,6.15148,1
0.9,2,0.538406,29.1043,0,1,3.79125,24.9373,6.51016,1
0.9,3,0.588406,29.1043,0,1,3.79125,24.9373,6.51016,1
0.9,4,0.338174,29.1323,0,1,3.79125,21.199,6.15148,1
0.9,5,0.268174,29.1323,0,1,3.79125,21.199,6.15148,1
0.9,6,0.796744,29.3227,0,1,3.79125,24.9373,6.51016,1
0.9,7,0.9,29.1323,0,1,3.79125,21.199,6.15148,1
1,0,0.287119,29.4655,0,1,3.59107,16.9907,5.63572,1
1,1,0.237119,29.4655,0,1,3.59107,16.9907,5.63572,1
1,2,0.536991,29.571,0,1,3.59107,32.6008,7.13416,1
1,3,0.586991,29.571,0,1,3.59107,32.6008,7.13416,1
1,4,0.337056,29.4861,0,1,3.59107,16.9907,5.63572,1
1,5,0.267056,29.4861,0,1,3.59107,16.9907,5.63572,1
1,6,0.796366,29.7857,0,1,3.59107,32.6008,7.13416,1
1,7,0.9,29.4861,0,1,3.59107,16.9907,5.63572,1
1.1,0,0.285772,29.9003,0,1,4.52398,23.4476,6.78878,1
1.1,1,0.235772,29.9003,0,1,4.52398,23.4476,6.78878,1
1.1,2,0.535583,30.027,0,1,4.52398,26.6492,7.096,1
1.1,3,0.585583,30.027,0,1,4.52398,26.6492,7.096,1
1.1,4,0.335709,29.9205,0,1,4.52398,23.4476,6.78878,1
1.1,5,0.265709,29.9205,0,1,4.52398,23.4476,6.78878,1
1.1,6,0.795991,30.2382,0,1,4.52398,26.6492,7.096,1
1.1,7,0.9,29.9205,0,1,4.52398,23.4476,6.78878,1
1.2,0,0.284606,30.2594,0,1,3.89665,17.7055,5.87666,1
1.2,1,0.234606,30.2594,0,1,3.89665,17.7055,5.87666,1
1.2,2,0.534275,30.4377,0,1,3.89665,25.1791,6.59312,1
1.2,3,0.584275,30.4377,0,1,3.89665,25.1791,6.59312,1
1.2,4,0.334543,30.2793,0,1,3.89665,17.7055,5.87666,1
1.2,5,0.264543,30.2793,0,1,3.89665,17.7055,5.87666,1
1.2,6,0.795642,30.6453,0,1,3.89665,25.1791,6.59312,1
1.2,7,0.9,30.2793,0,1,3.89665,17.7055,5.87666,1
1.3,0,0.283492,30.5927,0,1,3.63447,16.5016,5.61329,1
1.3,1,0.233492,30.5927,0,1,3.63447,16.5016,5.61329,1
1.3,2,0.532937,30.8528,0,1,3.63447,28.2733,6.74237,1
1.3,3,0.582937,30.8528,0,1,3.63447,28.2733,6.74237,1
1.3,4,0.333429,30.6123,0,1,3.63447,16.5016,5.61329,1
1.3,5,0.263429,30.6123,0,1,3.63447,16.5016,5.61329,1
1.3,6,0.795285,31.0569,0,1,3.63447,28.2733,6.74237,1
1.3,7,0.9,30.6123,0,1,3.63447,16.5016,5.61329,1
1.4,0,0.282215,30.9824,0,1,3.98847,23.0236,6.43855,1
1.4,1,0.232215,30.9824,0,1,3.98847,23.0236,6.43855,1
1.4,2,0.531472,31.3088,0,1,3.98847,32.8343,7.38103,1
1.4,3,0.581472,31.3088,0,1,3.98847,32.8343,7.38103,1
1.4,4,0.332151,31.0016,0,1,3.98847,23.0236,6.43855,1
1.4,5,0.262151,31.0016,0,1,3.98847,23.0236,6.43855,1
1.4,6,0.794895,31.5096,0,1,3.98847,32.8343,7.38103,1
1.4,7,0.9,31.0016,0,1,3.98847,23.0236,6.43855,1
1.5,0,0.280917,31.3732,0,1,4.60285,20.3783,6.54084,1
1.5,1,0.230917,31.3732,0,1,4.60285,20.3783,6.54084,1
1.5,2,0.529966,31.773,0,1,4.60285,31.331,7.59191,1
1.5,3,0.579966,31.773,0,1,4.60285,31.331,7.59191,1
1.5,4,0.330854,31.3922,0,1,4.60285,20.3783,6.54084,1
1.5,5,0.260854,31.3922,0,1,4.60285,20.3783,6.54084,1
1.5,6,0.794493,31.9705,0,1,4.60285,31.331,7.59191,1
1.5,7,0.9,31.3922,0,1,4.60285,20.3783,6.54084,1
1.6,0,0.279769,31.7009,0,1,4.49174,13.1405,5.78459,1
1.6,1,0.229769,31.7009,0,1,4.49174,13.1405,5.78459,1
1.6,2,0.528544,32.1975,0,1,4.49174,27.5564,7.16427,1
1.6,3,0.578544,32.1975,0,1,4.49174,27.5564,7.16427,1
1.6,4,0.329706,31.7195,0,1,4.49174,13.1405,5.78459,1
1.6,5,0.259706,31.7195,0,1,4.49174,13.1405,5.78459,1
1.6,6,0.794114,32.3916,0,1,4.49174,27.5564,7.16427,1
1.6,7,0.9,31.7195,0,1,4.49174,13.1405,5.78459,1
1.7,0,0.278517,32.0626,0,1,4.00602,21.6026,6.31229,1
1.7,1,0.228517,32.0626,0,1,4.00602,21.6026,6.31229,1
1.7,2,0.52721,32.582,0,1,4.00602,25.924,6.72695,1
1.7,3,0.57721,32.582,0,1,4.00602,25.924,6.72695,1
1.7,4,0.328453,32.0809,0,1,4.00602,21.6026,6.31229,1
1.7,5,0.258453,32.0809,0,1,4.00602,21.6026,6.31229,1
1.7,6,0.793758,32.7729,0,1,4.00602,25.924,6.72695,1
1.7,7,0.9,32.0809,0,1,4.00602,21.6026,6.31229,1
1.8,0,0.277403,32.3659,0,1,3.74125,15.8728,5.61334,1
1.8,1,0.227403,32.3659,0,1,3.74125,15.8728,5.61334,1
1.8,2,0.52574,33.0111,0,1,3.74125,34.5428,7.40523,1
1.8,3,0.57574,33.0111,0,1,3.74125,34.5428,7.40523,1
1.8,4,0.32734,32.3839,0,1,3.74125,15.8728,5.61334,1
1.8,5,0.25734,32.3839,0,1,3.74125,15.8728,5.61334,1
1.8,6,0.793366,33.1988,0,1,3.74125,34.5428,7.40523,1
1.8,7,0.9,32.3839,0,1,3.74125,15.8728,5.61334,1
1.9,0,0.27609,32.7395,0,1,4.7855,20.0679,6.61877,1
1.9,1,0.22609,32.7395,0,1,4.7855,20.0679,6.61877,1
1.9,2,0.524255,33.4389,0,1,4.7855,29.093,7.48439,1
1.9,3,0.574255,33.4389,0,1,4.7855,29.093,7.48439,1
1.9,4,0.326026,32.7572,0,1,4.7855,20.0679,6.61877,1
1.9,5,0.256026,32.7572,0,1,4.7855,20.0679,6.61877,1
1.9,6,0.79297,33.6235,0,1,4.7855,29.093,7.48439,1
1.9,7,0.9,32.7572,0,1,4.7855,20.0679,6.61877,1
2,0,0.274892,33.0632,0,1,4.23481,17.3361,6.03531,1
2,1,0.224892,33.0632,0,1,4.23481,17.3361,6.03531,1
2,2,0.522793,33.8511,0,1,4.23481,31.2716,7.3721,1
2,3,0.572793,33.8511,0,1,4.23481,31.2716,7.3721,1
2,4,0.324829,33.0806,0,1,4.23481,17.3361,6.03531,1
2,5,0.254829,33.0806,0,1,4.23481,17.3361,6.03531,1
2,6,0.79258,34.0326,0,1,4.23481,31.2716,7.3721,1
2,7,0.9,33.0806,0,1,4.23481,17.3361,6.03531,1
2.1,0,0.273699,33.3797,0,1,4.4383,15.8617,6.01266,1
2.1,1,0.223699,33.3797,0,1,4.4383,15.8617,6.01266,1
2.1,2,0.521404,34.2284,0,1,4.4383,26.1414,6.99724,1
2.1,3,0.571404,34.2284,0,1,4.4383,26.1414,6.99724,1
2.1,4,0.323636,33.3969,0,1,4.4383,15.8617,6.01266,1
2.1,5,0.253636,33.3969,0,1,4.4383,15.8617,6.01266,1
2.1,6,0.79221,34.4069,0,1,4.4383,26.1414,6.99724,1
2.1,7,0.9,33.3969,0,1,4.4383,15.8617,6.01266,1
2.2,0,0.272642,33.6399,0,1,3.82246,12.4275,5.33083,1
2.2,1,0.222642,33.6399,0,1,3.82246,12.4275,5.33083,1
2.2,2,0.520055,34.5849,0,1,3.82246,27.8084,6.80359,1
2.2,3,0.570055,34.5849,0,1,3.82246,27.8084,6.80359,1
2.2,4,0.322578,33.6567,0,1,3.82246,12.4275,5.33083,1
2.2,5,0.252578,33.6567,0,1,3.82246,12.4275,5.33083,1
2.2,6,0.79185,34.7604,0,1,3.82246,27.8084,6.80359,1
2.2,7,0.9,33.6567,0,1,3.82246,12.4275,5.33083,1
2.3,0,0.27138,33.9728,0,1,3.95386,22.3992,6.35891,1
2.3,1,0.22138,33.9728,0,1,3.95386,22.3992,6.35891,1
2.3,2,0.518574,34.9848,0,1,3.95386,33.8796,7.46183,1
2.3,3,0.568574,34.9848,0,1,3.95386,33.8796,7.46183,1
2.3,4,0.321316,33.9894,0,1,3.95386,22.3992,6.35891,1
2.3,5,0.251316,33.9894,0,1,3.95386,22.3992,6.35891,1
2.3,6,0.791455,35.1573,0,1,3.95386,33.8796,7.46183,1
2.3,7,0.9,33.9894,0,1,3.95386,22.3992,6.35891,1
2.4,0,0.270073,34.3173,0,1,4.72918,20.0891,6.58752,1
2.4,1,0.220073,34.3173,0,1,4.72918,20.0891,6.58752,1
2.4,2,0.517205,35.3358,0,1,4.72918,23.3443,6.8994,1
2.4,3,0.567205,35.3358,0,1,4.72918,23.3443,6.8994,1
2.4,4,0.320009,34.3336,0,1,4.72918,20.0891,6.58752,1
2.4,5,0.250009,34.3336,0,1,4.72918,20.0891,6.58752,1
2.4,6,0.79109,35.5055,0,1,4.72918,23.3443,6.8994,1
2.4,7,0.9,34.3336,0,1,4.72918,20.0891,6.58752,1
2.5,0,0.268845,34.6261,0,1,3.50918,23.2293,6.18789,1
2.5,1,0.218845,34.6261,0,1,3.50918,23.2293,6.18789,1
2.5,2,0.516035,35.6059,0,1,3.50918,20.2151,5.89875,1
2.5,3,0.566035,35.6059,0,1,3.50918,20.2151,5.89875,1
2.5,4,0.318782,34.6421,0,1,3.50918,23.2293,6.18789,1
2.5,5,0.248782,34.6421,0,1,3.50918,23.2293,6.18789,1
2.5,6,0.790778,35.7728,0,1,3.50918,20.2151,5.89875,1
2.5,7,0.9,34.6421,0,1,3.50918,23.2293,6.18789,1
2.6,0,0.26768,34.9063,0,1,3.34231,20.9267,5.87439,1
2.6,1,0.21768,34.9063,0,1,3.34231,20.9267,5.87439,1
2.6,2,0.514778,35.9043,0,1,3.34231,25.7184,6.33439,1
2.6,3,0.564778,35.9043,0,1,3.34231,25.7184,6.33439,1
2.6,4,0.317616,34.922,0,1,3.34231,20.9267,5.87439,1
2.6,5,0.247616,34.922,0,1,3.34231,20.9267,5.87439,1
2.6,6,0.790443,36.0684,0,1,3.34231,25.7184,6.33439,1
2.6,7,0.9,34.922,0,1,3.34231,20.9267,5.87439,1
2.7,0,0.266581,35.1565,0,1,3.63258,15.7223,5.53775,1
2.7,1,0.216581,35.1565,0,1,3.63258,15.7223,5.53775,1
2.7,2,0.513592,36.1707,0,1,3.63258,20.3057,5.97645,1
2.7,3,0.563592,36.1707,0,1,3.63258,20.3057,5.97645,1
2.7,4,0.316517,35.172,0,1,3.63258,15.7223,5.53775,1
2.7,5,0.246517,35.172,0,1,3.63258,15.7223,5.53775,1
2.7,6,0.790126,36.3321,0,1,3.63258,20.3057,5.97645,1
2.7,7,0.9,35.172,0,1,3.63258,15.7223,5.53775,1
2.8,0,0.265409,35.4303,0,1,2.99228,23.2646,5.90753,1
2.8,1,0.215409,35.4303,0,1,2.99228,23.2646,5.90753,1
2.8,2,0.512224,36.5016,0,1,2.99228,33.5195,6.89351,1
2.8,3,0.562224,36.5016,0,1,2.99228,33.5195,6.89351,1
2.8,4,0.315345,35.4455,0,1,2.99228,23.2646,5.90753,1
2.8,5,0.245345,35.4455,0,1,2.99228,23.2646,5.90753,1
2.8,6,0.789762,36.6603,0,1,2.99228,33.5195,6.89351,1
2.8,7,0.9,35.4455,0,1,2.99228,23.2646,5.90753,1
2.9,0,0.264269,35.6874,0,1,4.56398,12.2867,5.74579,1
2.9,1,0.214269,35.6874,0,1,4.56398,12.2867,5.74579,1
2.9,2,0.510674,36.8958,0,1,4.56398,33.8622,7.81246,1
2.9,3,0.560674,36.8958,0,1,4.56398,33.8622,7.81246,1
2.9,4,0.314205,35.7024,0,1,4.56398,12.2867,5.74579,1
2.9,5,0.244205,35.7024,0,1,4.56398,12.2867,5.74579,1
2.9,6,0.789348,37.0519,0,1,4.56398,33.8622,7.81246,1
2.9,7,0.9,35.7024,0,1,4.56398,12.2867,5.74579,1
3,0,0.263012,35.9842,0,1,4.80328,16.9699,6.33305,1
3,1,0.213012,35.9842,0,1,4.80328,16.9699,6.33305,1
3,2,0.50916,37.2698,0,1,4.80328,30.4995,7.63001,1
3,3,0.55916,37.2698,0,1,4.80328,30.4995,7.63001,1
3,4,0.312949,35.999,0,1,4.80328,16.9699,6.33305,1
3,5,0.242949,35.999,0,1,4.80328,16.9699,6.33305,1
3,6,0.788945,37.4232,0,1,4.80328,30.4995,7.63001,1
3,7,0.9,35.999,0,1,4.80328,16.9699,6.33305,1
3.1,0,0.262306,36.0679,0,1,2.29661,2.29661,3.55608,1
3.1,1,0.212306,36.0679,0,1,2.29661,2.29661,3.55608,1
3.1,2,0.507532,37.6809,0,1,5.88379,29.7335,8.20833,1
3.1,3,0.557532,37.6809,0,1,5.88379,29.7335,8.20833,1
3.1,4,0.312243,36.0824,0,1,2.29661,2.29661,3.55608,1
3.1,5,0.242243,36.0824,0,1,2.29661,2.29661,3.55608,1
3.1,6,0.788334,38.0821,0,1,11.7676,23.8497,11.5452,1
3.1,7,0.9,36.0824,0,1,2.29661,2.29661,3.55608,1
3.2,0,0.261108,36.3364,0,1,4.45216,16.0569,6.03939,1
3.2,1,0.211108,36.3364,0,1,4.45216,16.0569,6.03939,1
3.2,2,0.506133,37.9983,0,1,4.45216,26.6028,7.04961,1
3.2,3,0.556133,37.9983,0,1,4.45216,26.6028,7.04961,1
3.2,4,0.311045,36.3506,0,1,4.45216,16.0569,6.03939,1
3.2,5,0.241045,36.3506,0,1,4.45216,16.0569,6.03939,1
3.2,6,0.787961,38.3928,0,1,4.45216,26.6028,7.04961,1
3.2,7,0.9,36.3506,0,1,4.45216,16.0569,6.03939,1
3.3,0,0.259915,36.5983,0,1,3.88187,19.2085,6.01212,1
3.3,1,0.209915,36.5983,0,1,3.88187,19.2085,6.01212,1
3.3,2,0.504644,38.3444,0,1,3.88187,34.7292,7.50264,1
3.3,3,0.554644,38.3444,0,1,3.88187,34.7292,7.50264,1
3.3,4,0.309852,36.6123,0,1,3.88187,19.2085,6.01212,1
3.3,5,0.239852,36.6123,0,1,3.88187,19.2085,6.01212,1
3.3,6,0.787564,38.7323,0,1,3.88187,34.7292,7.50264,1
3.3,7,0.9,36.6123,0,1,3.88187,19.2085,6.01212,1
3.4,0,0.258458,36.9559,0,1,4.82638,27.3935,7.34536,1
3.4,1,0.208458,36.9559,0,1,4.82638,27.3935,7.34536,1
3.4,2,0.503228,38.6573,0,1,4.82638,25.2287,7.13759,1
3.4,3,0.553228,38.6573,0,1,4.82638,25.2287,7.13759,1
3.4,4,0.308394,36.9697,0,1,4.82638,27.3935,7.34536,1
3.4,5,0.238394,36.9697,0,1,4.82638,27.3935,7.34536,1
3.4,6,0.787186,39.0387,0,1,4.82638,25.2287,7.13759,1
3.4,7,0.9,36.9697,0,1,4.82638,27.3935,7.34536,1
3.5,0,0.257217,37.2255,0,1,4.02748,20.8415,6.25162,1
3.5,1,0.207217,37.2255,0,1,4.02748,20.8415,6.25162,1
3.5,2,0.501705,39.0055,0,1,4.02748,35.6927,7.67822,1
3.5,3,0.551705,39.0055,0,1,4.02748,35.6927,7.67822,1
3.5,4,0.307154,37.2391,0,1,4.02748,20.8415,6.25162,1
3.5,5,0.237154,37.2391,0,1,4.02748,20.8415,6.25162,1
3.5,6,0.78678,39.3806,0,1,4.02748,35.6927,7.67822,1
3.5,7,0.9,37.2391,0,1,4.02748,20.8415,6.25162,1
3.6,0,0.255745,37.5783,0,1,4.96502,27.3212,7.42071,1
3.6,1,0.205745,37.5783,0,1,4.96502,27.3212,7.42071,1
3.6,2,0.500147,39.3609,0,1,4.96502,31.8018,7.85107,1
3.6,3,0.550147,39.3609,0,1,4.96502,31.8018,7.85107,1
3.6,4,0.305682,37.5916,0,1,4.96502,27.3212,7.42071,1
3.6,5,0.235682,37.5916,0,1,4.96502,27.3212,7.42071,1
3.6,6,0.786365,39.7297,0,1,4.96502,31.8018,7.85107,1
3.6,7,0.9,37.5916,0,1,4.96502,27.3212,7.42071,1
3.7,0,0.254289,37.9192,0,1,4.59585,28.7553,7.34032,1
3.7,1,0.204289,37.9192,0,1,4.59585,28.7553,7.34032,1
3.7,2,0.4987,39.6686,0,1,4.59585,28.2706,7.29377,1
3.7,3,0.5487,39.6686,0,1,4.59585,28.2706,7.29377,1
3.7,4,0.304225,37.9323,0,1,4.59585,28.7553,7.34032,1
3.7,5,0.234225,37.9323,0,1,4.59585,28.7553,7.34032,1
3.7,6,0.785979,40.0313,0,1,4.59585,28.2706,7.29377,1
3.7,7,0.9,37.9323,0,1,4.59585,28.7553,7.34032,1
3.8,0,0.252823,38.2579,0,1,4.16889,31.8222,7.38705,1
3.8,1,0.202823,38.2579,0,1,4.16889,31.8222,7.38705,1
3.8,2,0.497217,39.9846,0,1,4.16889,32.7096,7.47238,1
3.8,3,0.547217,39.9846,0,1,4.16889,32.7096,7.47238,1
3.8,4,0.30276,38.2708,0,1,4.16889,31.8222,7.38705,1
3.8,5,0.23276,38.2708,0,1,4.16889,31.8222,7.38705,1
3.8,6,0.785583,40.3412,0,1,4.16889,32.7096,7.47238,1
3.8,7,0.9,38.2708,0,1,4.16889,31.8222,7.38705,1
3.9,0,0.251479,38.545,0,1,4.60982,22.7715,6.77424,1
3.9,1,0.201479,38.545,0,1,4.60982,22.7715,6.77424,1
3.9,2,0.495703,40.307,0,1,4.60982,31.6804,7.62957,1
3.9,3,0.545703,40.307,0,1,4.60982,31.6804,7.62957,1
3.9,4,0.301416,38.5577,0,1,4.60982,22.7715,6.77424,1
3.9,5,0.231416,38.5577,0,1,4.60982,22.7715,6.77424,1
3.9,6,0.78518,40.6577,0,1,4.60981,31.6804,7.62957,1
3.9,7,0.9,38.5577,0,1,4.60981,22.7715,6.77424,1
4,0,0.250053,38.8583,0,1,4.53627,27.5264,7.18741,1
4,1,0.200053,38.8583,0,1,4.53627,27.5264,7.18741,1
4,2,0.494184,40.6262,0,1,4.53627,32.4078,7.65643,1
4,3,0.544184,40.6262,0,1,4.53627,32.4078,7.65643,1
4,4,0.299989,38.8708,0,1,4.53627,27.5264,7.18741,1
4,5,0.229989,38.8708,0,1,4.53627,27.5264,7.18741,1
4,6,0.784774,40.971,0,1,4.53627,32.4078,7.65643,1
4,7,0.9,38.8708,0,1,4.53627,27.5264,7.18741,1
4.1,0,0.248683,39.1452,0,1,4.61801,24.0768,6.90423,1
4.1,1,0.198683,39.1452,0,1,4.61801,24.0768,6.90423,1
4.1,2,0.492672,40.9373,0,1,4.61801,31.5481,7.62167,1
4.1,3,0.542672,40.9373,0,1,4.61801,31.5481,7.62167,1
4.1,4,0.29862,39.1574,0,1,4.61801,24.0768,6.90423,1
4.1,5,0.22862,39.1574,0,1,4.61801,24.0768,6.90423,1
4.1,6,0.784371,41.2764,1,1,4.61801,31.5481,7.62167,1
4.1,7,0.9,39.1574,0,1,4.61801,24.0768,6.90423,1
4.2,0,0.247094,39.51,0,1,4.52077,36.159,8.00808,1
4.2,1,0.197094,39.51,0,1,4.52077,36.159,8.00808,1
4.2,2,0.491206,41.2258,1,1,4.52077,29.699,7.38703,1
4.2,3,0.541206,41.2258,1,1,4.52077,29.699,7.38703,1
4.2,4,0.297031,39.5221,0,1,4.52077,36.159,8.00808,1
4.2,5,0.227031,39.5221,0,1,4.52077,36.159,8.00808,1
4.2,6,0.78398,41.5592,1,1,4.52077,29.699,7.38703,1
4.2,7,0.9,39.5221,0,1,4.52077,36.159,8.00808,1
4.3,0,0.24552,39.8631,0,1,5.08498,31.8967,7.93172,1
4.3,1,0.19552,39.8631,0,1,5.08498,31.8967,7.93172,1
4.3,2,0.489626,41.5526,1,1,5.08498,32.2249,7.96326,1
4.3,3,0.539626,41.5526,1,1,5.08498,32.2249,7.96326,1
4.3,4,0.295457,39.8749,0,1,5.08498,31.8967,7.93172,1
4.3,5,0.225457,39.8749,0,1,5.08498,31.8967,7.93172,1
4.3,6,0.783559,41.8804,1,1,5.08498,32.2249,7.96326,1
4.3,7,0.9,39.8749,0,1,5.08498,31.8967,7.93172,1
4.4,0,0.243956,40.2066,0,1,4.66374,33.9848,7.88275,1
4.4,1,0.193956,40.2066,0,1,4.66374,33.9848,7.88275,1
4.4,2,0.488123,41.8449,1,1,4.66374,30.8007,7.5767,1
4.4,3,0.538123,41.8449,1,1,4.66374,30.8007,7.5767,1
4.4,4,0.293893,40.2182,0,1,4.66374,33.9848,7.88275,1
4.4,5,0.223893,40.2182,0,1,4.66374,33.9848,7.88275,1
4.4,6,0.783158,42.1674,1,1,4.66374,30.8007,7.5767,1
4.4,7,0.9,40.2182,0,1,4.66374,33.9848,7.88275,1
4.5,0,0.242431,40.5298,0,1,4.83107,30.9432,7.68908,1
4.5,1,0.192431,40.5298,0,1,4.83107,30.9432,7.68908,1
4.5,2,0.486472,42.1882,1,1,4.83107,37.5,8.31946,1
4.5,3,0.536472,42.1882,1,1,4.83107,37.5,8.31946,1
4.5,4,0.292367,40.5412,0,1,4.83107,30.9432,7.68908,1
4.5,5,0.222367,40.5412,0,1,4.83107,30.9432,7.68908,1
4.5,6,0.782718,42.5052,1,1,4.83107,37.5,8.31946,1
4.5,7,0.9,40.5412,0,1,4.83107,30.9432,7.68908,1
4.6,0,0.241201,40.7357,0,1,5.49119,11.1861,6.19584,1
4.6,1,0.191201,40.7357,0,1,5.49119,11.1861,6.19584,1
4.6,2,0.48492,42.4886,1,1,5.49119,28.2458,7.82571,1
4.6,3,0.53492,42.4886,1,1,5.49119,28.2458,7.82571,1
4.6,4,0.291138,40.7469,0,1,5.49119,11.1861,6.19584,1
4.6,5,0.221138,40.7469,0,1,5.49119,11.1861,6.19584,1
4.6,6,0.782304,42.8004,1,1,5.49119,28.2458,7.82571,1
4.6,7,0.9,40.7469,0,1,5.49119,11.1861,6.19584,1
4.7,0,0.23978,41.0105,1,1,4.21713,29.1865,7.1615,1
4.7,1,0.18978,41.0105,1,1,4.21713,29.1865,7.1615,1
4.7,2,0.483584,42.702,1,1,4.21713,24.7036,6.731,1
4.7,3,0.533584,42.702,1,1,4.21713,24.7036,6.731,1
4.7,4,0.289717,41.0216,1,1,4.21713,29.1865,7.1615,1
4.7,5,0.219717,41.0216,1,1,4.21713,29.1865,7.1615,1
