sim_t,client,soc,temp,throttled,alive,ul,dl,power_W,scale
1,0,0.290643,28.28,0,1,2.0489,18.6005,4.96651,0.570553
1,1,0.240914,28.1844,0,1,1.92845,17.5071,4.80127,0.537014
1,2,0.539086,28.7846,0,1,2.72597,12.8976,4.77152,0.759097
1,3,0.588715,28.9614,0,1,2.86771,26.034,6.10658,0.798569
1,4,0.340372,28.3404,0,1,2.17508,10.2911,4.23549,0.605693
1,5,0.270629,28.2842,0,1,1.99965,18.1534,4.89887,0.55684
1,6,0.796681,29.3142,0,1,3.38195,16.0013,5.42457,0.941768
1,7,0.9,29.8797,0,1,3.59107,32.6008,7.13416,1
1.1,0,0.289669,28.5937,0,1,2.57809,15.1866,4.91195,0.569872
1.1,1,0.239972,28.4874,0,1,2.42661,14.2944,4.74728,0.536389
1.1,2,0.53797,29.1431,0,1,3.43073,17.7814,5.62194,0.758344
1.1,3,0.587514,29.3494,0,1,3.60841,21.2559,6.05399,0.797618
1.1,4,0.339399,28.6523,0,1,2.73739,14.1878,4.9008,0.605084
1.1,5,0.269668,28.5928,0,1,2.51616,14.8218,4.84451,0.556182
1.1,6,0.796337,29.7301,0,1,4.25984,22.0786,6.50387,0.941612
1.1,7,0.9,30.3306,0,1,4.52398,26.6492,7.096,1
1.2,0,0.288747,28.8821,0,1,2.21797,14.3319,4.64315,0.569199
1.2,1,0.23908,28.7665,0,1,2.08772,13.4903,4.49633,0.535772
1.2,2,0.53699,29.4447,0,1,2.95154,13.4111,4.94155,0.757457
1.2,3,0.58639,29.7015,0,1,3.10436,20.0595,5.66073,0.796675
1.2,4,0.338533,28.9189,0,1,2.35506,10.7008,4.36716,0.604379
1.2,5,0.268759,28.8766,0,1,2.16471,13.9878,4.58303,0.555532
1.2,6,0.796038,30.0749,0,1,3.66841,16.6684,5.64832,0.941426
1.2,7,0.9,30.7362,0,1,3.89665,25.1791,6.59312,1
1.3,0,0.287808,29.1724,0,1,2.06642,16.0751,4.73309,0.568563
1.3,1,0.238171,29.0473,0,1,1.94512,15.1315,4.58178,0.535189
1.3,2,0.536048,29.7265,0,1,2.75012,12.4864,4.74517,0.756677
1.3,3,0.585244,30.0567,0,1,2.89228,22.4997,5.7802,0.795792
1.3,4,0.337697,29.1697,0,1,2.19432,9.96287,4.21411,0.603752
1.3,5,0.267832,29.1623,0,1,2.01683,15.6893,4.67114,0.554917
1.3,6,0.795752,30.3954,0,1,3.42099,15.5323,5.40141,0.941264
1.3,7,0.9,31.1463,0,1,3.63447,28.2733,6.74237,1
1.4,0,0.2868,29.4839,0,1,2.26511,18.6471,5.08088,0.567915
1.4,1,0.237197,29.348,0,1,2.13221,17.5531,4.90811,0.534595
1.4,2,0.534985,30.0496,0,1,3.015,17.4042,5.35769,0.755928
1.4,3,0.583998,30.4431,0,1,3.1704,26.0997,6.27666,0.794891
1.4,4,0.336765,29.4525,0,1,2.40564,13.8867,4.69739,0.603148
1.4,5,0.266838,29.4687,0,1,2.21077,18.1998,5.01015,0.554291
1.4,6,0.795425,30.7686,0,1,3.75358,21.6678,6.17514,0.941109
1.4,7,0.9,31.5974,0,1,3.98847,32.8343,7.38103,1
1.5,0,0.285773,29.7974,0,1,2.61083,17.7716,5.17678,0.567221
1.5,1,0.236205,29.6502,0,1,2.45773,16.7295,4.99663,0.533959
1.5,2,0.53391,30.3717,0,1,3.47553,15.3873,5.41788,0.755083
1.5,3,0.582723,30.8344,0,1,3.65426,24.8741,6.42692,0.793912
1.5,4,0.335825,29.7336,0,1,2.7731,12.2774,4.73752,0.602474
1.5,5,0.265825,29.777,0,1,2.54823,17.3455,5.10301,0.553621
1.5,6,0.795094,31.1425,0,1,4.33097,19.1746,6.26688,0.940932
1.5,7,0.9,32.0569,0,1,4.60285,31.331,7.59191,1
1.6,0,0.284794,30.0876,0,1,2.54463,15.6111,4.93498,0.566514
1.6,1,0.235259,29.9305,0,1,2.3955,14.6962,4.76955,0.533312
1.6,2,0.532948,30.6458,0,1,3.38779,9.91095,4.84783,0.754228
1.6,3,0.581516,31.1935,0,1,3.56153,21.8497,6.08472,0.792908
1.6,4,0.334974,29.9761,0,1,2.70311,7.90792,4.28564,0.601796
1.6,5,0.26486,30.0624,0,1,2.48365,15.237,4.86723,0.552939
1.6,6,0.7948,31.4568,0,1,4.22561,12.362,5.5557,0.940752
1.6,7,0.9,32.4766,0,1,4.49174,27.5564,7.16427,1
1.7,0,0.283861,30.3553,0,1,2.26677,14.6689,4.70043,0.565841
1.7,1,0.234356,30.1896,0,1,2.13399,13.8096,4.55034,0.532696
1.7,2,0.531906,30.9456,0,1,3.01839,16.2767,5.25159,0.753463
1.7,3,0.580376,31.5211,0,1,3.1726,20.5307,5.74315,0.791958
1.7,4,0.334059,30.2392,0,1,2.40835,12.9871,4.61284,0.601183
1.7,5,0.263939,30.3259,0,1,2.21248,14.3175,4.63897,0.552289
1.7,6,0.79448,31.8032,0,1,3.76803,20.3192,6.05401,0.940592
1.7,7,0.9,32.8565,0,1,4.00602,25.924,6.72695,1
1.8,0,0.282852,30.6477,0,1,2.11456,19.5236,5.08829,0.565201
1.8,1,0.233381,30.4718,0,1,1.99075,18.3805,4.91621,0.532109
1.8,2,0.530968,31.2011,0,1,2.81579,11.9464,4.72883,0.752634
1.8,3,0.57913,31.8834,0,1,2.95955,27.3254,6.28007,0.79106
1.8,4,0.333226,30.4668,0,1,2.24671,9.53198,4.20007,0.600523
1.8,5,0.262944,30.6135,0,1,2.06393,19.0562,5.01784,0.55167
1.8,6,0.794194,32.0947,0,1,3.51833,14.9271,5.3978,0.940417
1.8,7,0.9,33.2809,0,1,3.74125,34.5428,7.40523,1
1.9,0,0.281841,30.9357,0,1,2.70146,16.4232,5.09554,0.564508
1.9,1,0.232404,30.7496,0,1,2.54337,15.4622,4.92007,0.531475
1.9,2,0.529885,31.5071,0,1,3.59816,15.0888,5.45792,0.751887
1.9,3,0.577877,32.2424,0,1,3.78092,22.9857,6.31701,0.790078
1.9,4,0.33228,30.7333,0,1,2.87093,12.0392,4.76728,0.599923
1.9,5,0.261947,30.8967,0,1,2.63682,16.0303,5.02367,0.551001
1.9,6,0.793859,32.4516,0,1,4.49962,18.8691,6.3359,0.940261
1.9,7,0.9,33.7042,0,1,4.7855,29.093,7.48439,1
2,0,0.280839,31.2153,0,1,2.38765,17.6314,5.04665,0.563816
2,1,0.231437,31.0195,0,1,2.24801,16.6002,4.8758,0.530841
2,2,0.528887,31.7758,0,1,3.18045,13.0198,5.02885,0.751026
2,3,0.57664,32.5893,0,1,3.34165,24.6761,6.23391,0.78909
2,4,0.3314,30.9702,0,1,2.53768,10.3885,4.43287,0.599242
2,5,0.260959,31.1717,0,1,2.33055,17.2098,4.97669,0.550332
2,6,0.793552,32.7617,0,1,3.98105,16.2973,5.79015,0.940078
2,7,0.9,34.1121,0,1,4.23481,31.2716,7.3721,1
2.1,0,0.279882,31.4737,0,1,2.49934,14.721,4.82606,0.56313
2.1,1,0.230511,31.2692,0,1,2.35325,13.8605,4.66771,0.530213
2.1,2,0.527895,32.0382,0,1,3.32976,11.8999,5.00444,0.750232
2.1,3,0.575463,32.9075,0,1,3.49789,20.6024,5.92959,0.788115
2.1,4,0.330525,31.2015,0,1,2.65681,9.49494,4.41103,0.59861
2.1,5,0.260015,31.4259,0,1,2.4396,14.3692,4.76121,0.549671
2.1,6,0.793247,33.0648,0,1,4.17161,14.9085,5.76699,0.939911
2.1,7,0.9,34.485,0,1,4.4383,26.1414,6.99724,1
2.2,0,0.278942,31.7208,0,1,2.15004,15.6415,4.7339,0.562475
2.2,1,0.229602,31.5084,0,1,2.02443,14.7277,4.58282,0.529613
2.2,2,0.527001,32.2588,0,1,2.86472,9.31368,4.50505,0.749442
2.2,3,0.574316,33.2096,0,1,3.00899,21.8904,5.78462,0.787187
2.2,4,0.329727,31.3998,0,1,2.28576,7.43139,4.02146,0.597981
2.2,5,0.259088,31.6692,0,1,2.09868,15.2679,4.67204,0.549038
2.2,6,0.792976,33.3152,0,1,3.59214,11.6786,5.12962,0.939744
2.2,7,0.9,34.8372,0,1,3.82246,27.8084,6.80359,1
2.3,0,0.277931,31.991,0,1,2.22141,19.0347,5.0957,0.561834
2.3,1,0.228625,31.7692,0,1,2.09169,17.9231,4.92309,0.529025
2.3,2,0.525956,32.5329,0,1,2.96038,16.771,5.2675,0.748731
2.3,3,0.573067,33.5448,0,1,3.10884,26.6389,6.29491,0.786281
2.3,4,0.328809,31.6401,0,1,2.36206,13.3814,4.62648,0.597408
2.3,5,0.258091,31.935,0,1,2.16837,18.5802,5.02503,0.548418
2.3,6,0.792653,33.6336,0,1,3.71502,21.0461,6.09379,0.939595
2.3,7,0.9,35.2329,0,1,3.95386,33.8796,7.46183,1
2.4,0,0.276988,32.2309,0,1,2.65375,13.0995,4.75242,0.561144
2.4,1,0.227713,32.0012,0,1,2.49887,12.335,4.59786,0.528393
2.4,2,0.524881,32.8137,0,1,3.53695,15.0247,5.41752,0.7479
2.4,3,0.571909,33.8399,0,1,3.7138,18.3321,5.83306,0.785294
2.4,4,0.32787,31.8846,0,1,2.82213,11.9882,4.73621,0.596749
2.4,5,0.25716,32.1711,0,1,2.59042,12.7869,4.68911,0.547752
2.4,6,0.79232,33.9624,0,1,4.44268,18.8721,6.30293,0.939418
2.4,7,0.9,35.5798,0,1,4.72918,23.3443,6.8994,1
2.5,0,0.276149,32.4276,0,1,1.9669,11.3306,4.22913,0.560501
2.5,1,0.226897,32.1927,0,1,1.85216,10.6696,4.10887,0.527804
2.5,2,0.52386,33.0691,0,1,2.62151,17.3533,5.14233,0.747045
2.5,3,0.570904,34.0727,0,1,2.75253,15.8563,5.06843,0.78438
2.5,4,0.32697,32.1098,0,1,2.09174,13.8464,4.53243,0.596076
2.5,5,0.256331,32.365,0,1,1.91998,11.0603,4.17987,0.547131
2.5,6,0.792006,34.2581,0,1,3.29594,21.8178,5.93431,0.939235
2.5,7,0.9,35.8459,0,1,3.50918,20.2151,5.89875,1
2.6,0,0.275261,32.6394,0,1,1.87146,14.4005,4.47509,0.559929
2.6,1,0.226036,32.3984,0,1,1.76233,13.5607,4.34087,0.527278
2.6,2,0.522886,33.3028,0,1,2.49414,15.6162,4.90901,0.746233
2.6,3,0.56983,34.3272,0,1,2.61898,20.1525,5.40945,0.783585
2.6,4,0.326108,32.3175,0,1,1.99012,12.4604,4.34867,0.595432
2.6,5,0.255454,32.5738,0,1,1.82683,14.0571,4.42013,0.546578
2.6,6,0.791707,34.5268,0,1,3.13864,19.6515,5.64029,0.939062
2.6,7,0.9,36.1402,0,1,3.34231,25.7184,6.33439,1
2.7,0,0.274415,32.8319,0,1,2.0318,11.3575,4.26432,0.559325
2.7,1,0.225214,32.5857,0,1,1.91337,10.6955,4.14178,0.526723
2.7,2,0.521964,33.5131,0,1,2.70794,11.7203,4.64969,0.745459
2.7,3,0.568814,34.5558,0,1,2.84336,15.894,5.12059,0.782737
2.7,4,0.325286,32.5059,0,1,2.16071,9.35185,4.13887,0.594814
2.7,5,0.254618,32.7636,0,1,1.98337,11.0868,4.21413,0.545994
2.7,6,0.791426,34.7672,0,1,3.41063,14.7616,5.32203,0.938898
2.7,7,0.9,36.4027,0,1,3.63258,20.3057,5.97645,1
2.8,0,0.273464,33.0608,0,1,1.67194,18.729,4.79262,0.55875
2.8,1,0.224293,32.8073,0,1,1.57452,17.6378,4.64088,0.526194
2.8,2,0.520985,33.7414,0,1,2.22843,17.3257,4.93533,0.744725
2.8,3,0.567655,34.835,0,1,2.33976,26.21,5.84591,0.781933
2.8,4,0.324419,32.7089,0,1,1.7781,13.8245,4.37386,0.594227
2.8,5,0.253679,32.989,0,1,1.6321,18.2828,4.7305,0.545437
2.8,6,0.791126,35.0298,0,1,2.80898,21.8395,5.67221,0.938743
2.8,7,0.9,36.7297,0,1,2.99228,33.5195,6.89351,1
2.9,0,0.272422,33.3203,0,1,2.54717,18.8987,5.25138,0.558104
2.9,1,0.223288,33.0573,0,1,2.39883,17.7981,5.06843,0.525602
2.9,2,0.520036,33.9542,0,1,3.39535,9.14066,4.77918,0.743946
2.9,3,0.566359,35.1606,0,1,3.56454,26.4469,6.52776,0.781016
2.9,4,0.323579,32.8977,0,1,2.70921,7.29349,4.23108,0.593607
2.9,5,0.252652,33.2441,0,1,2.48651,18.4486,5.17646,0.544813
2.9,6,0.790834,35.276,0,1,4.28364,11.532,5.51053,0.938577
2.9,7,0.9,37.1201,0,1,4.56398,33.8622,7.81246,1
3,0,0.271403,33.567,0,1,2.67733,17.0003,5.13802,0.557397
3,1,0.222303,33.2951,0,1,2.52151,16.0109,4.96113,0.524956
3,2,0.519003,34.1954,0,1,3.56976,12.6119,5.20582,0.743192
3,3,0.565095,35.4694,0,1,3.74651,23.7893,6.3747,0.779991
3,4,0.322673,33.1086,0,1,2.84838,10.0633,4.56729,0.593008
3,5,0.251647,33.4866,0,1,2.61361,16.5957,5.06557,0.544131
3,6,0.790514,35.5591,0,1,4.50747,15.9248,6.05911,0.938416
3,7,0.9,37.4904,0,1,4.80328,30.4995,7.63001,1
3.1,0,0.270399,33.8035,0,1,2.45666,17.3717,5.05762,0.556706
3.1,1,0.221334,33.5234,0,1,2.31376,16.3612,4.88669,0.524324
3.1,2,0.518367,34.2825,0,1,1.70494,1.70494,3.20509,0.74237
3.1,3,0.56379,35.788,0,1,4.12507,23.6204,6.57405,0.77899
3.1,4,0.322076,33.1992,0,1,1.36042,1.36042,3.00926,0.592362
3.1,5,0.250529,33.7677,0,1,3.83716,15.5195,5.6339,0.543464
3.1,6,0.79033,35.6434,0,1,2.15477,2.15477,3.47044,0.938239
3.1,7,0.9,38.2576,0,1,14.1211,21.4962,13.0052,1
3.2,0,0.269443,34.0183,0,1,2.47552,14.7919,4.82038,0.556027
3.2,1,0.220409,33.7311,0,1,2.33161,13.9319,4.66334,0.523702
3.2,2,0.517377,34.5021,0,1,3.3029,11.9121,4.99074,0.741865
3.2,3,0.562616,36.0521,0,1,3.46359,20.6958,5.91945,0.777957
3.2,4,0.321203,33.3926,0,1,2.63539,9.50466,4.40059,0.591936
3.2,5,0.249586,33.9783,0,1,2.41629,14.438,4.75565,0.542723
3.2,6,0.790024,35.8999,0,1,4.17673,15.0636,5.78473,0.938137
3.2,7,0.9,38.5654,0,1,4.45216,26.6028,7.04961,1
3.3,0,0.268434,34.2495,0,1,2.15591,19.2879,5.08663,0.55538
3.3,1,0.219433,33.9543,0,1,2.03064,18.1672,4.91574,0.52311
3.3,2,0.516389,34.7172,0,1,2.87676,14.235,4.9799,0.741077
3.3,3,0.56137,36.3388,0,1,3.01631,26.9855,6.27804,0.777026
3.3,4,0.32033,33.5826,0,1,2.2954,11.3582,4.39891,0.591314
3.3,5,0.24859,34.2048,0,1,2.10436,18.8266,5.01621,0.542099
3.3,6,0.789719,36.1504,0,1,3.64107,18.0169,5.76197,0.937968
3.3,7,0.9,38.902,0,1,3.88187,34.7292,7.50264,1
3.4,0,0.267471,34.4591,0,1,2.67718,13.9943,4.85031,0.554698
3.4,1,0.218503,34.1568,0,1,2.52172,13.1817,4.69065,0.522486
3.4,2,0.51521,35.0008,0,1,3.57293,20.2792,5.94048,0.740292
3.4,3,0.560185,36.5976,0,1,3.74546,19.5785,5.97029,0.776039
3.4,4,0.319308,33.826,0,1,2.85091,16.1811,5.15212,0.590693
3.4,5,0.247641,34.4103,0,1,2.6132,13.6599,4.78449,0.541441
3.4,6,0.789348,36.4899,0,1,4.52617,25.6896,7.00516,0.937799
3.4,7,0.9,39.2056,0,1,4.82638,25.2287,7.13759,1
3.5,0,0.266445,34.6894,0,1,2.23142,19.7755,5.17193,0.554048
3.5,1,0.217511,34.3789,0,1,2.10191,18.6277,4.99587,0.521891
3.5,2,0.514189,35.2201,0,1,2.97774,15.4093,5.1466,0.739354
3.5,3,0.558915,36.8843,0,1,3.1217,27.6654,6.40059,0.7751
3.5,4,0.318409,34.0186,0,1,2.37608,12.2958,4.53008,0.589966
3.5,5,0.246629,34.6359,0,1,2.17812,19.3031,5.09938,0.540814
3.5,6,0.789032,36.7472,0,1,3.77614,19.5409,5.98402,0.937593
3.5,7,0.9,39.5447,0,1,4.02748,35.6927,7.67822,1
3.6,0,0.265407,34.9203,0,1,2.74742,17.5977,5.23249,0.553356
3.6,1,0.216509,34.6013,0,1,2.58806,16.577,5.05031,0.521259
3.6,2,0.513002,35.4985,0,1,3.66688,20.1779,5.98346,0.738543
3.6,3,0.557624,37.1744,0,1,3.84339,24.6176,6.50898,0.774094
3.6,4,0.31738,34.2572,0,1,2.92602,16.1011,5.18485,0.589327
3.6,5,0.245606,34.8621,0,1,2.68184,17.1776,5.15739,0.540146
3.6,6,0.788658,37.0819,0,1,4.65429,25.6114,7.07277,0.937417
3.6,7,0.9,39.8911,0,1,4.96502,31.8018,7.85107,1
3.7,0,0.264428,35.125,0,1,2.53993,15.624,4.93375,0.552657
3.7,1,0.215563,34.7991,0,1,2.39269,14.7183,4.7702,0.52062
3.7,2,0.511826,35.7681,0,1,3.3899,21.2098,5.92786,0.737599
3.7,3,0.556418,37.4276,0,1,3.55291,21.8552,6.08043,0.773069
3.7,4,0.316359,34.4888,0,1,2.70511,16.9253,5.14556,0.588597
3.7,5,0.244641,35.0627,0,1,2.47933,15.2512,4.86633,0.539472
3.7,6,0.788287,37.4054,0,1,4.30727,26.9497,6.99874,0.937209
3.7,7,0.9,40.19,0,1,4.59585,28.2706,7.29377,1
3.8,0,0.263428,35.3345,0,1,2.30122,18.0557,5.04269,0.551999
3.8,1,0.214596,35.0013,0,1,2.16789,17.0096,4.87411,0.520017
3.8,2,0.510642,36.0362,0,1,3.07107,23.4422,5.96727,0.736664
3.8,3,0.555183,37.6871,0,1,3.21885,25.2555,6.22205,0.772112
3.8,4,0.315331,34.7194,0,1,2.45078,18.7074,5.18265,0.587873
3.8,5,0.243654,35.268,0,1,2.24635,17.6251,4.97322,0.538836
3.8,6,0.787915,37.727,0,1,3.90626,29.8174,7.04418,0.937002
3.8,7,0.9,40.4972,0,1,4.16889,32.7096,7.47238,1
3.9,0,0.262414,35.5456,0,1,2.54151,17.4662,5.11105,0.551326
3.9,1,0.213616,35.2049,0,1,2.39435,16.4549,4.93735,0.519402
3.9,2,0.50955,36.2649,0,1,3.39155,16.7535,5.50184,0.735723
3.9,3,0.553927,37.9503,0,1,3.55478,24.4298,6.32857,0.771133
3.9,4,0.314377,34.9179,0,1,2.70663,13.3702,4.80633,0.587145
3.9,5,0.242654,35.4748,0,1,2.48094,17.05,5.03945,0.538187
3.9,6,0.787572,37.9999,0,1,4.31845,21.3322,6.46627,0.936794
3.9,7,0.9,40.8112,0,1,4.60981,31.6804,7.62957,1
4,0,0.261397,35.7542,0,1,2.49788,17.8452,5.12453,0.550645
4,1,0.212634,35.4061,0,1,2.35333,16.8125,4.95037,0.51878
4,2,0.508399,36.5124,0,1,3.33351,20.2279,5.80252,0.734856
4,3,0.552668,38.2103,0,1,3.49355,24.9585,6.3452,0.770136
4,4,0.313376,35.1311,0,1,2.66039,16.1434,5.04697,0.58647
4,5,0.241651,35.6792,0,1,2.43839,17.4202,5.05275,0.53753
4,6,0.78721,38.2971,0,1,4.24869,25.7813,6.85267,0.936603
4,7,0.9,41.1219,1,1,4.53627,32.4078,7.65643,1
4.1,0,0.260385,35.9573,0,1,2.53974,17.3503,5.09901,0.549964
4.1,1,0.211656,35.6022,0,1,2.39285,16.3469,4.92623,0.518157
4.1,2,0.50729,36.7396,0,1,3.38935,17.6709,5.58841,0.733941
4.1,3,0.551416,38.4635,0,1,3.55189,24.2648,6.31112,0.769137
4.1,4,0.312408,35.3279,0,1,2.70505,14.1033,4.87552,0.585762
4.1,5,0.240654,35.8783,0,1,2.47929,16.9373,5.02779,0.536873
4.1,6,0.786861,38.5695,0,1,4.32431,22.5455,6.58597,0.9364
4.1,7,0.9,41.2153,1,1,2.30901,15.7741,4.82799,0.5
4.2,0,0.259399,36.1475,0,1,2.48319,16.3132,4.97004,0.549286
4.2,1,0.210703,35.7859,0,1,2.33967,15.3703,4.80515,0.517537
4.2,2,0.506021,37.0236,0,1,3.314,26.5068,6.39453,0.73306
4.2,3,0.5502,38.6987,0,1,3.4726,22.8131,6.12758,0.768143
4.2,4,0.311313,35.5697,0,1,2.645,21.1559,5.51949,0.585078
4.2,5,0.239681,36.0646,0,1,2.42412,15.9252,4.90207,0.536219
4.2,6,0.786458,38.9147,0,1,4.23237,33.8523,7.61881,0.936205
4.2,7,0.9,41.2986,1,1,2.26038,14.8495,4.71444,0.5
4.3,0,0.258355,36.3564,0,1,2.78975,17.6794,5.26288,0.548626
4.3,1,0.209695,35.987,0,1,2.62859,16.6582,5.07946,0.516934
4.3,2,0.504768,37.2971,0,1,3.72247,23.3501,6.31899,0.732053
4.3,3,0.5489,38.9617,0,1,3.90108,24.7222,6.55178,0.767177
4.3,4,0.310231,35.8025,0,1,2.97118,18.6374,5.45214,0.584305
4.3,5,0.238652,36.2693,0,1,2.72342,17.2591,5.18727,0.535582
4.3,6,0.786059,39.2485,0,1,4.75943,29.8547,7.54216,0.935979
4.3,7,0.9,41.4006,1,1,2.54249,16.1125,4.98186,0.5
4.4,0,0.25735,36.5468,0,1,2.55539,16.8766,5.06183,0.547928
4.4,1,0.208725,36.1708,0,1,2.40787,15.9023,4.89143,0.516296
4.4,2,0.50352,37.5637,0,1,3.40946,24.8448,6.2876,0.731057
4.4,3,0.547659,39.1985,0,1,3.5731,23.5978,6.25893,0.766145
