sim_t,client,soc,temp,throttled,alive,ul,dl,power_W,scale
1.2,3,0.586348,29.7158,0,1,3.10423,20.0587,5.66058,0.796641
1.2,4,0.338533,28.9189,0,1,2.35506,10.7008,4.36716,0.604379
1.2,5,0.269017,28.7541,0,1,2.16519,9.83809,4.18735,0.555653
1.2,6,0.795815,30.42,0,1,3.66801,23.7017,6.3221,0.941325
1.2,7,0.9,30.2793,0,1,3.89665,17.7055,5.87666,1
1.3,0,0.288102,29.0336,0,1,2.06684,9.38409,4.09416,0.568678
1.3,1,0.238453,28.9152,0,1,1.94551,8.83322,3.9807,0.535295
1.3,2,0.535643,29.9182,0,1,2.74943,21.3884,5.59716,0.756489
1.3,3,0.585201,30.0707,0,1,2.89216,22.4987,5.78005,0.795759
1.3,4,0.337697,29.1697,0,1,2.19432,9.96287,4.21411,0.603752
1.3,5,0.268214,28.9951,0,1,2.01746,9.15989,4.0479,0.555092
1.3,6,0.795473,30.8144,0,1,3.42055,26.6092,6.46324,0.941143
1.3,7,0.9,30.6123,0,1,3.63447,16.5016,5.61329,1
1.4,0,0.2872,29.3075,0,1,2.26592,13.0801,4.54806,0.568118
1.4,1,0.237579,29.1804,0,1,2.13295,12.3126,4.40672,0.534779
1.4,2,0.534439,30.2913,0,1,3.01371,24.8098,6.06754,0.755606
1.4,3,0.583956,30.4569,0,1,3.17026,26.0986,6.27648,0.794858
1.4,4,0.336765,29.4525,0,1,2.40564,13.8867,4.69739,0.603148
1.4,5,0.267323,29.2653,0,1,2.2118,12.7677,4.49044,0.554549
1.4,6,0.795099,31.247,0,1,3.75298,30.8957,7.06108,0.940958
1.4,7,0.9,31.0016,0,1,3.98847,23.0236,6.43855,1
1.5,0,0.28629,29.5795,0,1,2.6121,11.5646,4.58402,0.567496
1.5,1,0.236698,29.4437,0,1,2.45888,10.8862,4.43888,0.534208
1.5,2,0.533207,30.6687,0,1,3.47353,23.6439,6.20785,0.754648
1.5,3,0.582681,30.848,0,1,3.6541,24.873,6.42674,0.793878
1.5,4,0.335825,29.7336,0,1,2.7731,12.2774,4.73752,0.602474
1.5,5,0.266425,29.5336,0,1,2.54974,11.2885,4.52484,0.553948
1.5,6,0.794715,31.687,0,1,4.33015,29.4748,7.25455,0.940755
1.5,7,0.9,31.3922,0,1,4.60285,20.3783,6.54084,1
1.6,0,0.285465,29.8151,0,1,2.54623,7.44897,4.15921,0.56687
1.6,1,0.235896,29.6726,0,1,2.39694,7.01223,4.03979,0.533633
1.6,2,0.53204,31.0155,0,1,3.38528,20.7684,5.88297,0.753669
1.6,3,0.581473,31.2068,0,1,3.56138,21.8488,6.08455,0.792875
1.6,4,0.334974,29.9761,0,1,2.70311,7.90792,4.28564,0.601796
1.6,5,0.265609,29.7663,0,1,2.48547,7.27121,4.1105,0.553343
1.6,6,0.794353,32.0895,0,1,4.22468,25.9181,6.85194,0.940546
1.6,7,0.9,31.7195,0,1,4.49174,13.1405,5.78459,1
1.7,0,0.284579,30.07,0,1,2.26862,12.2336,4.4686,0.566303
1.7,1,0.235037,29.9196,0,1,2.13565,11.5166,4.33213,0.533111
1.7,2,0.530937,31.3322,0,1,3.01549,19.514,5.56015,0.75274
1.7,3,0.580334,31.5341,0,1,3.17246,20.5298,5.743,0.791924
1.7,4,0.334059,30.2392,0,1,2.40835,12.9871,4.61284,0.601183
1.7,5,0.264734,30.0179,0,1,2.2145,11.9418,4.41296,0.552793
1.7,6,0.794012,32.4545,0,1,3.76705,24.3776,6.44276,0.940348
1.7,7,0.9,32.0809,0,1,4.00602,21.6026,6.31229,1
1.8,0,0.283769,30.2916,0,1,2.1164,8.97914,4.08089,0.565694
1.8,1,0.234249,30.1352,0,1,1.99241,8.45308,3.96822,0.532551
1.8,2,0.529732,31.682,0,1,2.81291,25.9714,6.07126,0.751863
1.8,3,0.579088,31.8962,0,1,2.95943,27.3243,6.2799,0.791027
1.8,4,0.333226,30.4668,0,1,2.24671,9.53198,4.20007,0.600523
1.8,5,0.263933,30.2368,0,1,2.06593,8.76503,4.03494,0.552204
1.8,6,0.793637,32.8613,0,1,3.51738,32.4758,7.08103,0.940162
1.8,7,0.9,32.3839,0,1,3.74125,15.8728,5.61334,1
1.9,0,0.282854,30.5493,0,1,2.70447,11.3411,4.61174,0.565138
1.9,1,0.233363,30.3845,0,1,2.54608,10.6769,4.46471,0.532039
1.9,2,0.528522,32.0283,0,1,3.59346,21.846,6.10222,0.750904
1.9,3,0.577835,32.255,0,1,3.78076,22.9848,6.31683,0.790045
1.9,4,0.33228,30.7333,0,1,2.87093,12.0392,4.76728,0.599923
1.9,5,0.26303,30.4909,0,1,2.64,11.0708,4.55178,0.551666
1.9,6,0.793259,33.2664,0,1,4.49817,27.3461,7.14783,0.939957
1.9,7,0.9,32.7572,0,1,4.7855,20.0679,6.61877,1
2,0,0.282001,30.7792,0,1,2.39059,9.78638,4.2987,0.56451
2,1,0.232536,30.6077,0,1,2.25065,9.21349,4.17187,0.531463
2,2,0.527326,32.3631,0,1,3.17586,23.4519,6.02529,0.749941
2,3,0.576598,32.6016,0,1,3.34151,24.6751,6.23373,0.789057
2,4,0.3314,30.9702,0,1,2.53768,10.3885,4.43287,0.599242
2,5,0.262187,30.718,0,1,2.33363,9.5532,4.24697,0.551059
2,6,0.792886,33.657,0,1,3.97966,29.3875,7.04464,0.93975
2,7,0.9,33.0806,0,1,4.23481,17.3361,6.03531,1
2.1,0,0.281152,31.0037,0,1,2.50287,8.9448,4.27761,0.563925
2.1,1,0.231712,30.8256,0,1,2.35641,8.42137,4.15155,0.530926
2.1,2,0.526188,32.6705,0,1,3.32425,19.5797,5.73526,0.74899
2.1,3,0.575421,32.9197,0,1,3.49774,20.6016,5.92942,0.788082
2.1,4,0.330525,31.2015,0,1,2.65681,9.49494,4.41103,0.59861
2.1,5,0.261349,30.9396,0,1,2.44326,8.73175,4.22619,0.550494
2.1,6,0.792532,34.0145,0,1,4.16999,24.5611,6.69015,0.939546
2.1,7,0.9,33.3969,0,1,4.4383,15.8617,6.01266,1
2.2,0,0.280376,31.1971,0,1,2.15336,7.00095,3.91281,0.563344
2.2,1,0.230956,31.0142,0,1,2.0274,6.59143,3.81018,0.530392
2.2,2,0.525077,32.9626,0,1,2.85953,20.803,5.59976,0.748085
2.2,3,0.574274,33.2215,0,1,3.00887,21.8895,5.78446,0.787153
2.2,4,0.329727,31.3998,0,1,2.28576,7.43139,4.02146,0.597981
2.2,5,0.260581,31.1309,0,1,2.10209,6.83426,3.87095,0.549931
2.2,6,0.792188,34.3526,0,1,3.59064,26.1218,6.51111,0.939352
2.2,7,0.9,33.6567,0,1,3.82246,12.4275,5.33083,1
2.3,0,0.279487,31.43,0,1,2.22528,12.6066,4.48195,0.562813
2.3,1,0.230094,31.2399,0,1,2.09515,11.8694,4.34521,0.529902
2.3,2,0.52387,33.2862,0,1,2.95433,25.3149,6.08401,0.747201
2.3,3,0.573025,33.5566,0,1,3.10871,26.6377,6.29473,0.786247
2.3,4,0.328809,31.6401,0,1,2.36206,13.3814,4.62648,0.597408
2.3,5,0.259703,31.3607,0,1,2.17232,12.3065,4.4262,0.549417
2.3,6,0.791811,34.7312,0,1,3.71331,31.8184,7.12747,0.939162
2.3,7,0.9,33.9894,0,1,3.95386,22.3992,6.35891,1
2.4,0,0.278577,31.6665,0,1,2.65877,11.2942,4.583,0.562205
2.4,1,0.229213,31.4688,0,1,2.50336,10.6341,4.43819,0.529343
2.4,2,0.522751,33.5713,0,1,3.52911,17.4204,5.64218,0.746241
2.4,3,0.571867,33.8514,0,1,3.71364,18.3313,5.8329,0.785261
2.4,4,0.32787,31.8846,0,1,2.82213,11.9882,4.73621,0.596749
2.4,5,0.258805,31.594,0,1,2.59551,11.0255,4.52394,0.548829
2.4,6,0.791462,35.0636,0,1,4.44048,21.9192,6.59348,0.938955
2.4,7,0.9,34.3336,0,1,4.72918,20.0891,6.58752,1
2.5,0,0.277705,31.885,0,1,1.9707,13.0452,4.39483,0.561584
2.5,1,0.228367,31.6808,0,1,1.85556,12.283,4.2646,0.528774
2.5,2,0.521774,33.7975,0,1,2.61557,15.0673,4.92029,0.745351
2.5,3,0.570862,34.084,0,1,2.75241,15.8556,5.06831,0.784347
2.5,4,0.32697,32.1098,0,1,2.09174,13.8464,4.53243,0.596076
2.5,5,0.257943,31.8097,0,1,1.92383,12.735,4.34174,0.548229
2.5,6,0.791162,35.3204,0,1,3.29429,18.9772,5.661,0.938762
2.5,7,0.9,34.6421,0,1,3.50918,23.2293,6.18789,1
2.6,0,0.276868,32.0869,0,1,1.875,11.7397,4.22232,0.56099
2.6,1,0.227553,31.8771,0,1,1.7655,11.0541,4.10276,0.528227
2.6,2,0.520734,34.0442,0,1,2.4886,19.1492,5.24476,0.744574
2.6,3,0.569788,34.3383,0,1,2.61887,20.1517,5.40931,0.783552
2.6,4,0.326108,32.3175,0,1,1.99012,12.4604,4.34867,0.595432
2.6,5,0.257115,32.0093,0,1,1.83043,11.4606,4.17358,0.547654
2.6,6,0.790841,35.6037,0,1,3.13708,24.1392,6.07013,0.938597
2.6,7,0.9,34.922,0,1,3.34231,20.9267,5.87439,1
2.7,0,0.276069,32.2706,0,1,2.03577,8.81107,4.02404,0.560418
2.7,1,0.226776,32.0562,0,1,1.91692,8.29668,3.9155,0.527701
2.7,2,0.519748,34.2662,0,1,2.70172,15.1023,4.96926,0.743746
2.7,3,0.568772,34.5667,0,1,2.84324,15.8933,5.12046,0.782703
2.7,4,0.325286,32.5059,0,1,2.16071,9.35185,4.13887,0.594814
2.7,5,0.256326,32.1909,0,1,1.98739,8.60169,3.97978,0.547101
2.7,6,0.790538,35.8568,0,1,3.40889,19.0552,5.73183,0.93842
2.7,7,0.9,35.172,0,1,3.63258,15.7223,5.53775,1
2.8,0,0.275226,32.468,0,1,1.6753,13.0253,4.24713,0.559875
2.8,1,0.225957,32.2481,0,1,1.57753,12.2651,4.12714,0.5272
2.8,2,0.518625,34.5363,0,1,2.22315,24.9037,5.66049,0.742962
2.8,3,0.567613,34.8457,0,1,2.33967,26.2089,5.84576,0.7819
2.8,4,0.324419,32.7089,0,1,1.7781,13.8245,4.37386,0.594227
2.8,5,0.255493,32.3859,0,1,1.6355,12.7159,4.19822,0.546574
2.8,6,0.790189,36.1705,0,1,2.80752,31.4498,6.59525,0.938252
2.8,7,0.9,35.4455,0,1,2.99228,23.2646,5.90753,1
2.9,0,0.274411,32.6517,0,1,2.55264,6.87199,4.10838,0.559301
2.9,1,0.225165,32.4268,0,1,2.40372,6.47108,3.99258,0.526673
2.9,2,0.517374,34.85,0,1,3.38679,25.1281,6.30226,0.742069
2.9,3,0.566317,35.1712,0,1,3.56439,26.4458,6.52757,0.780983
2.9,4,0.323579,32.8977,0,1,2.70921,7.29349,4.23108,0.593607
2.9,5,0.254687,32.5674,0,1,2.49202,6.7088,4.06113,0.546019
2.9,6,0.789795,36.5428,0,1,4.28128,31.7648,7.44635,0.938059
2.9,7,0.9,35.7024,0,1,4.56398,12.2867,5.74579,1
3,0,0.273533,32.8559,0,1,2.68382,9.48187,4.42414,0.558747
3,1,0.224314,32.6247,0,1,2.5273,8.92891,4.28895,0.526163
3,2,0.516153,35.1475,0,1,3.55959,22.6024,6.15585,0.741075
3,3,0.565053,35.4798,0,1,3.74635,23.7883,6.37451,0.779958
3,4,0.322673,33.1086,0,1,2.84838,10.0633,4.56729,0.593008
3,5,0.25382,32.769,0,1,2.62011,9.25678,4.369,0.545483
3,6,0.78941,36.8959,0,1,4.50471,28.6037,7.27242,0.937841
3,7,0.9,35.999,0,1,4.80328,16.9699,6.33305,1
3.1,0,0.272945,32.9474,0,1,1.28186,1.28186,2.96563,0.558151
3.1,1,0.223734,32.7169,0,1,1.20713,1.20713,2.92454,0.525615
3.1,2,0.514853,35.4698,0,1,4.35462,22.0058,6.55182,0.740104
3.1,3,0.563704,35.8148,0,1,4.58322,23.1611,6.79599,0.778956
3.1,4,0.322076,33.1992,0,1,1.36042,1.36042,3.00926,0.592362
3.1,5,0.253235,32.8607,0,1,1.25144,1.25144,2.94886,0.544907
3.1,6,0.788834,37.5144,0,1,11.0336,22.3621,10.8902,0.937627
3.1,7,0.9,36.0824,0,1,2.29661,2.29661,3.55608,1
3.2,0,0.272098,33.1351,0,1,2.4832,8.95577,4.26832,0.557751
3.2,1,0.222912,32.8991,0,1,2.33846,8.43377,4.1434,0.525242
3.2,2,0.513717,35.7246,0,1,3.29046,19.6613,5.72446,0.73907
3.2,3,0.56253,36.0785,0,1,3.46328,20.694,5.91911,0.777889
3.2,4,0.321203,33.3926,0,1,2.63539,9.50466,4.40059,0.591936
3.2,5,0.252398,33.046,0,1,2.42428,8.74328,4.21736,0.544518
3.2,6,0.788478,37.8104,0,1,4.17304,24.935,6.72779,0.937307
3.2,7,0.9,36.3506,0,1,4.45216,16.0569,6.03939,1
3.3,0,0.271251,33.3196,0,1,2.16289,10.7025,4.26842,0.557177
3.3,1,0.222089,33.0783,0,1,2.03687,10.079,4.14506,0.524714
3.3,2,0.512513,36.0009,0,1,2.86547,25.6359,6.06712,0.738167
3.3,3,0.561284,36.3647,0,1,3.01605,26.9831,6.27767,0.776958
3.3,4,0.32033,33.5826,0,1,2.2954,11.3582,4.39891,0.591314
3.3,5,0.251561,33.2282,0,1,2.11159,10.4487,4.21812,0.543962
3.3,6,0.7881,38.1335,0,1,3.63773,32.545,7.15491,0.937109
3.3,7,0.9,36.6123,0,1,3.88187,19.2085,6.01212,1
3.4,0,0.270264,33.5541,0,1,2.68638,15.2473,4.97498,0.556603
3.4,1,0.221136,33.3042,0,1,2.52992,14.3593,4.8075,0.524187
3.4,2,0.511368,36.2504,0,1,3.55806,18.5989,5.77117,0.73721
3.4,3,0.5601,36.623,0,1,3.74513,19.5768,5.96994,0.775971
3.4,4,0.319308,33.826,0,1,2.85091,16.1811,5.15212,0.590693
3.4,5,0.250588,33.4591,0,1,2.62269,14.8858,4.90669,0.543407
3.4,6,0.787739,38.425,0,1,4.52182,23.6367,6.80565,0.936897
3.4,7,0.9,36.9697,0,1,4.82638,27.3935,7.34536,1
3.5,0,0.269393,33.7409,0,1,2.23902,11.5865,4.39165,0.555935
3.5,1,0.22029,33.4854,0,1,2.10869,10.9121,4.26079,0.523575
3.5,2,0.510141,36.5266,0,1,2.96544,26.2805,6.1828,0.7363
3.5,3,0.55883,36.9093,0,1,3.12143,27.663,6.40021,0.775033
3.5,4,0.318409,34.0186,0,1,2.37608,12.2958,4.53008,0.589966
3.5,5,0.249727,33.6435,0,1,2.18596,11.312,4.33829,0.542762
3.5,6,0.787352,38.75,0,1,3.77253,33.4332,7.31613,0.936696
3.5,7,0.9,37.2391,0,1,4.02748,20.8415,6.25162,1
3.6,0,0.2684,33.9706,0,1,2.7573,15.1727,5.00557,0.555346
3.6,1,0.219331,33.7067,0,1,2.59687,14.2899,4.83608,0.523034
3.6,2,0.508895,36.8056,0,1,3.6509,23.3847,6.28206,0.735325
3.6,3,0.557538,37.199,0,1,3.84305,24.6154,6.50859,0.774026
3.6,4,0.31738,34.2572,0,1,2.92602,16.1011,5.18485,0.589327
3.6,5,0.248748,33.8696,0,1,2.69199,14.8133,4.93646,0.542192
3.6,6,0.786957,39.0811,0,1,4.64964,29.7818,7.4705,0.93648
3.6,7,0.9,37.5916,0,1,4.96502,27.3212,7.42071,1
3.7,0,0.267414,34.1939,0,1,2.5492,15.9498,4.96981,0.554675
3.7,1,0.218377,33.9218,0,1,2.40097,15.0223,4.8036,0.52242
3.7,2,0.507729,37.0496,0,1,3.3749,20.7601,5.87643,0.734335
3.7,3,0.556332,37.4516,0,1,3.5526,21.8532,6.08007,0.773002
3.7,4,0.316359,34.4888,0,1,2.70511,16.9253,5.14556,0.588597
3.7,5,0.247775,34.0895,0,1,2.48886,15.5722,4.90204,0.541544
3.7,6,0.786589,39.3677,0,1,4.30291,26.4686,6.95002,0.936259
3.7,7,0.9,37.9323,0,1,4.59585,28.7553,7.34032,1
3.8,0,0.26642,34.4161,0,1,2.3096,17.6298,5.00616,0.554009
3.8,1,0.217417,34.136,0,1,2.17537,16.6052,4.83915,0.521812
3.8,2,0.506536,37.2997,0,1,3.0575,23.9895,6.01247,0.733409
3.8,3,0.555098,37.7107,0,1,3.21857,25.2533,6.22168,0.772045
3.8,4,0.315331,34.7194,0,1,2.45078,18.7074,5.18265,0.587873
3.8,5,0.246795,34.3083,0,1,2.25496,17.2127,4.93808,0.540902
3.8,6,0.786213,39.6621,0,1,3.9023,30.6179,7.11888,0.936052
3.8,7,0.9,38.2708,0,1,4.16889,31.8222,7.38705,1
3.9,0,0.265498,34.6079,0,1,2.55079,12.6004,4.65044,0.553339
3.9,1,0.216524,34.3215,0,1,2.40263,11.8685,4.50312,0.521199
3.9,2,0.505323,37.5531,0,1,3.37651,23.2046,6.11188,0.732461
3.9,3,0.553842,37.9735,0,1,3.55447,24.4276,6.32819,0.771065
3.9,4,0.314377,34.9179,0,1,2.70663,13.3702,4.80633,0.587145
3.9,5,0.245884,34.4975,0,1,2.49048,12.3024,4.59036,0.540255
3.9,6,0.785828,39.9624,0,1,4.31405,29.6478,7.26185,0.935841
3.9,7,0.9,38.5577,0,1,4.60981,22.7715,6.77424,1
4,0,0.26453,34.8136,0,1,2.50728,15.2143,4.87742,0.552718
4,1,0.215588,34.5199,0,1,2.36172,14.3311,4.71709,0.520629
4,2,0.504107,37.8035,0,1,3.31828,23.7063,6.12788,0.731498
4,3,0.552583,38.2331,0,1,3.49324,24.9563,6.34482,0.770069
4,4,0.313376,35.1311,0,1,2.66039,16.1434,5.04697,0.58647
4,5,0.24493,34.7001,0,1,2.44802,14.8548,4.81205,0.539655
4,6,0.785443,40.2595,0,1,4.24425,30.3216,7.28624,0.935625
4,7,0.9,38.8708,0,1,4.53627,27.5264,7.18741,1
4.1,0,0.263594,35.0037,0,1,2.54945,13.292,4.71576,0.552067
4.1,1,0.214682,34.7036,0,1,2.40152,12.5207,4.56476,0.520033
4.1,2,0.502898,38.0472,0,1,3.37361,23.0469,6.09513,0.730533
4.1,3,0.551331,38.4859,0,1,3.55157,24.2627,6.31074,0.769069
4.1,4,0.312408,35.3279,0,1,2.70505,14.1033,4.87552,0.585762
4.1,5,0.244006,34.8875,0,1,2.48923,12.978,4.65418,0.539026
4.1,6,0.785059,40.5491,0,1,4.31973,29.5104,7.25193,0.935408
4.1,7,0.9,39.1574,0,1,4.61801,24.0768,6.90423,1
4.2,0,0.262538,35.2362,0,1,2.49292,19.9395,5.32285,0.551438
4.2,1,0.213663,34.9272,0,1,2.34835,18.7831,5.13678,0.519457
4.2,2,0.501723,38.2739,0,1,3.29823,21.6676,5.92116,0.729573
4.2,3,0.550115,38.7207,0,1,3.47229,22.8111,6.12721,0.768075
4.2,4,0.311313,35.5697,0,1,2.645,21.1559,5.51949,0.585078
4.2,5,0.242965,35.1162,0,1,2.43407,19.4687,5.247,0.538419
4.2,6,0.784687,40.8173,0,1,4.22779,27.7743,7.03198,0.935192
4.2,7,0.9,39.5221,0,1,4.52077,36.159,8.00808,1
4.3,0,0.261495,35.46,0,1,2.80044,17.5664,5.25777,0.550729
4.3,1,0.212656,35.1423,0,1,2.63814,16.5483,5.07398,0.51881
4.3,2,0.500469,38.5268,0,1,3.70512,23.4804,6.32172,0.72864
4.3,3,0.548815,38.9834,0,1,3.90073,24.7201,6.55137,0.76711
4.3,4,0.310231,35.8025,0,1,2.97118,18.6374,5.45214,0.584305
4.3,5,0.241937,35.3363,0,1,2.73437,17.152,5.18283,0.537735
4.3,6,0.784287,41.1211,1,1,4.75436,30.1297,7.56559,0.934982
4.3,7,0.9,39.8749,0,1,5.08498,31.8967,7.93172,1
4.4,0,0.260455,35.6787,0,1,2.56519,18.6926,5.24108,0.550029
4.4,1,0.211652,35.3527,0,1,2.41661,17.6099,5.05962,0.518171
4.4,2,0.49927,38.7547,0,1,3.39355,22.412,6.04522,0.727645
4.4,3,0.547574,39.2197,0,1,3.57278,23.5958,6.25856,0.766077
